City,Country,Weather_main,Weather_subtype,Temperature,Feels_Like,Min_Temp,Max_Temp,Pressure,Humidity,Visibility,Wind_speed,cloudiness_percent,Rain_mm_hour,Snow_mm_hour,Time,Timezone_offset,Time_Recorded_local,Sunrise_local,Sunset_local
Pune,IN,Clouds,overcast clouds,300.13,301.81,300.13,300.13,1009,68,10000,3.02,98,0.0,,1754542438,19800,2025-08-07T10:23:58+05:30,2025-08-07T06:14:02+05:30,2025-08-07T19:06:44+05:30
